# Quality	#1 ID	#2 ID	#1 String	#2 String
0	train-neg-3-6	train-neg-3-6	Question: Madonna person profession what ? Is the correct answer Sampler ?	Context: The Neptunes award nominee award nominations award nomination award nominee Madonna; Sampler instrument instrumentalist The Neptunes;
0	train-neg-3-8	train-neg-3-8	Question: Madonna person profession what ? Is the correct answer Yngwie Malmsteen ?	Context: Dennis Rodman celebrity breakup breakup participant Madonna; Dennis Rodman person spouse s marriage type of union Marriage; Yngwie Malmsteen person spouse s marriage type of union Marriage;
0	train-neg-3-8	train-neg-3-8	Question: Madonna person profession what ? Is the correct answer Yngwie Malmsteen ?	Context: Dennis Rodman celebrity dated dated participant Madonna; Dennis Rodman person spouse s marriage type of union Marriage; Yngwie Malmsteen person spouse s marriage type of union Marriage;
0	train-neg-3-9	train-neg-3-9	Question: James K. Polk person profession what ? Is the correct answer Screenwriter ?	Context: James K. Polk person spouse s marriage type of union Marriage; Will Arnett person spouse s marriage type of union Marriage; Will Arnett person profession Screenwriter;
0	train-neg-3-9	train-neg-3-9	Question: James K. Polk person profession what ? Is the correct answer Screenwriter ?	Context: James K. Polk person spouse s marriage type of union Marriage; Bonnie Hunt person spouse s marriage type of union Marriage; Bonnie Hunt person profession Screenwriter;
1	train-pos-6	train-pos-6	Question: Jason Robards Jr. person spouse s marriage type of union what ? Is the correct answer Marriage ?	Context: Jason Robards Jr. person gender Male; Pinto Colvig person gender Male; Pinto Colvig person spouse s marriage type of union Marriage;
1	train-pos-6	train-pos-6	Question: Jason Robards Jr. person spouse s marriage type of union what ? Is the correct answer Marriage ?	Context: Jason Robards Jr. person gender Male; Edgar Allan Poe person gender Male; Edgar Allan Poe person spouse s marriage type of union Marriage;
1	train-pos-6	train-pos-6	Question: Jason Robards Jr. person spouse s marriage type of union what ? Is the correct answer Marriage ?	Context: Jason Robards Jr. person gender Male; Keith Allen person gender Male; Keith Allen person spouse s marriage type of union Marriage;
0	train-neg-6-2	train-neg-6-2	Question: Jason Robards Jr. person spouse s marriage type of union what ? Is the correct answer John Lutz ?	Context: Jason Robards Jr. person gender Male; John Lutz person gender Male;
0	train-neg-6-5	train-neg-6-5	Question: Jason Robards Jr. person spouse s marriage type of union what ? Is the correct answer Chris Waddle ?	Context: Jason Robards Jr. person gender Male; Chris Waddle person gender Male;
0	train-neg-6-6	train-neg-6-6	Question: Jason Robards Jr. person spouse s marriage type of union what ? Is the correct answer Morrissey ?	Context: Jason Robards Jr. person gender Male; Morrissey person gender Male;
0	train-neg-6-8	train-neg-6-8	Question: Jason Robards Jr. person spouse s marriage type of union what ? Is the correct answer Philosophy ?	Context: Jason Robards Jr. person gender Male; Philosophy person gender Male;
0	train-neg-7-0	train-neg-7-0	Question: About Schmidt tv program genre what ? Is the correct answer Drama ?	Context: About Schmidt film genre Drama;
0	train-neg-8-0	train-neg-8-0	Question: Christianity person spouse s marriage location of ceremony what ? Is the correct answer Hawaii ?	Context: Will Smith person religion Christianity; Hawaii location vacationers vacation choice vacationer Will Smith;
0	train-neg-11-0	train-neg-11-0	Question: Joseph M. Schenck genre artist what ? Is the correct answer Anita Baker ?	Context: Joseph M. Schenck person spouse s marriage type of union Marriage; Anita Baker person spouse s marriage type of union Marriage;
1	train-pos-12	train-pos-12	Question: Morrissey person gender what ? Is the correct answer Male ?	Context: Morrissey person religion Catholicism; Napoleon Bonaparte person religion Catholicism; Napoleon Bonaparte person gender Male;
0	train-neg-12-3	train-neg-12-3	Question: Morrissey person gender what ? Is the correct answer Drea de Matteo ?	Context: Morrissey person religion Catholicism; Drea de Matteo person religion Catholicism;
0	train-neg-12-4	train-neg-12-4	Question: Morrissey person gender what ? Is the correct answer Pete Postlethwaite ?	Context: Morrissey person religion Catholicism; Pete Postlethwaite person religion Catholicism;
0	train-neg-12-8	train-neg-12-8	Question: Big Fish person gender what ? Is the correct answer Male ?	Context: Big Fish film other crew film crew gig crewmember Skip Lievsay; Skip Lievsay person gender Male;
0	train-neg-12-8	train-neg-12-8	Question: Big Fish person gender what ? Is the correct answer Male ?	Context: Big Fish film language English Language; Timothy Dalton actor dubbing performances dubbing performance language English Language; Timothy Dalton person gender Male;
0	train-neg-12-8	train-neg-12-8	Question: Big Fish person gender what ? Is the correct answer Male ?	Context: Big Fish film language English Language; English Language field of study students majoring education major field of study Philosophy; Philosophy person gender Male;
0	train-neg-12-9	train-neg-12-9	Question: Emily Watson person gender what ? Is the correct answer Male ?	Context: Charlie Kaufman award nominee award nominations award nomination award nominee Emily Watson; Charlie Kaufman person gender Male;
0	train-neg-12-9	train-neg-12-9	Question: Emily Watson person gender what ? Is the correct answer Male ?	Context: Emily Watson award nominee award nominations award nomination award nominee Jennifer Jason Leigh; Charlie Kaufman award winner awards won award honor award winner Jennifer Jason Leigh; Charlie Kaufman person gender Male;
0	train-neg-12-9	train-neg-12-9	Question: Emily Watson person gender what ? Is the correct answer Male ?	Context: Tom Hollander award winner awards won award honor award winner Emily Watson; Tom Hollander award nominee award nominations award nomination award nominee James Gandolfini; James Gandolfini person gender Male;
0	train-neg-13-0	train-neg-13-0	Question: February seasonal month produce available produce availability seasonal month what ? Is the correct answer Iron Man 2 ?	Context: Singapore travel destination climate travel destination monthly climate month February; Iron Man 2 film release date s film regional release date film release region Singapore;
0	train-neg-15-0	train-neg-15-0	Question: Texas Rangers sports team roster baseball roster position position what ? Is the correct answer Catcher ?	Context: Catcher sports position players sports team roster team Texas Rangers;
0	train-neg-16-0	train-neg-16-0	Question: Iron Man 2 netflix genre title what ? Is the correct answer Body of Lies ?	Context: Iron Man 2 film other crew film crew gig film crew role Special Effects Supervisor; Body of Lies film other crew film crew gig film crew role Special Effects Supervisor;
1	train-pos-17	train-pos-17	Question: Jason Robards Jr. person gender what ? Is the correct answer Male ?	Context: Jason Robards Jr. person spouse s marriage type of union Marriage; Kurt Russell person spouse s marriage type of union Marriage; Kurt Russell person gender Male;
1	train-pos-17	train-pos-17	Question: Jason Robards Jr. person gender what ? Is the correct answer Male ?	Context: Jason Robards Jr. person spouse s marriage type of union Marriage; Edgar Allan Poe person spouse s marriage type of union Marriage; Edgar Allan Poe person gender Male;
1	train-pos-17	train-pos-17	Question: Jason Robards Jr. person gender what ? Is the correct answer Male ?	Context: Jason Robards Jr. person spouse s marriage type of union Marriage; Claude Berri person spouse s marriage type of union Marriage; Claude Berri person gender Male;
0	train-neg-17-1	train-neg-17-1	Question: Jason Robards Jr. person gender what ? Is the correct answer Joseph M. Schenck ?	Context: Jason Robards Jr. person spouse s marriage type of union Marriage; Joseph M. Schenck person spouse s marriage type of union Marriage;
0	train-neg-17-4	train-neg-17-4	Question: Jason Robards Jr. person gender what ? Is the correct answer Sharon Osbourne ?	Context: Jason Robards Jr. person spouse s marriage type of union Marriage; Sharon Osbourne person spouse s marriage type of union Marriage;
0	train-neg-17-6	train-neg-17-6	Question: Jason Robards Jr. person gender what ? Is the correct answer Jayne Mansfield ?	Context: Jason Robards Jr. person spouse s marriage type of union Marriage; Jayne Mansfield person spouse s marriage type of union Marriage;
0	train-neg-17-7	train-neg-17-7	Question: Don Ameche person gender what ? Is the correct answer Male ?	Context: Don Ameche person spouse s marriage type of union Marriage; Kurt Russell person spouse s marriage type of union Marriage; Kurt Russell person gender Male;
0	train-neg-17-7	train-neg-17-7	Question: Don Ameche person gender what ? Is the correct answer Male ?	Context: Don Ameche person spouse s marriage type of union Marriage; Edgar Allan Poe person spouse s marriage type of union Marriage; Edgar Allan Poe person gender Male;
0	train-neg-17-7	train-neg-17-7	Question: Don Ameche person gender what ? Is the correct answer Male ?	Context: Don Ameche person spouse s marriage type of union Marriage; Claude Berri person spouse s marriage type of union Marriage; Claude Berri person gender Male;
0	train-neg-17-9	train-neg-17-9	Question: Jason Robards Jr. person gender what ? Is the correct answer Terence Winter ?	Context: Jason Robards Jr. person spouse s marriage type of union Marriage; Brad Grey person spouse s marriage type of union Marriage; Terence Winter award nominee award nominations award nomination award nominee Brad Grey;
1	train-pos-18	train-pos-18	Question: John C. Reilly person spouse s marriage type of union what ? Is the correct answer Marriage ?	Context: John C. Reilly award nominee award nominations award nomination award Tony Award for Best Actor in a Play; Tony Award for Best Actor in a Play award category winners award honor award winner Jason Robards Jr.; Jason Robards Jr. person spouse s marriage type of union Marriage;
0	train-neg-20-0	train-neg-20-0	Question: Primetime Emmy Award for Outstanding Supporting Actress - Miniseries or a Movie film genre what ? Is the correct answer Drama ?	Context: Primetime Emmy Award for Outstanding Supporting Actress - Miniseries or a Movie award category nominees award nomination nominated for Backstairs at the White House; Backstairs at the White House film genre Drama;
0	train-neg-20-0	train-neg-20-0	Question: Primetime Emmy Award for Outstanding Supporting Actress - Miniseries or a Movie film genre what ? Is the correct answer Drama ?	Context: Primetime Emmy Award for Outstanding Supporting Actress - Miniseries or a Movie award category nominees award nomination nominated for Backstairs at the White House; Drama netflix genre title Backstairs at the White House;
0	train-neg-21-0	train-neg-21-0	Question: Jean Smart actor film performance film what ? Is the correct answer United Airlines ?	Context: Jean Smart actor dubbing performances dubbing performance language English Language; United Airlines organization extra phone number phone sandbox service language English Language;
0	train-neg-22-0	train-neg-22-0	Question: South Carolina location contain what ? Is the correct answer 13th United States Congress ?	Context: 10th United States Congress legislative session members government position held district represented South Carolina; 10th United States Congress legislative session members government position held legislative session 13th United States Congress;
1	train-pos-24	train-pos-24	Question: Table tennis olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: Table tennis olympic sport athletes olympic athlete affiliation country Argentina; PS film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region South Korea;
0	train-neg-24-0	train-neg-24-0	Question: 8 Women olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: 8 Women film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region South Korea;
0	train-neg-24-1	train-neg-24-1	Question: Argentina olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: PS film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region South Korea;
0	train-neg-24-2	train-neg-24-2	Question: Lawless olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: Lawless film release date s film regional release date film release region South Korea;
0	train-neg-24-2	train-neg-24-2	Question: Lawless olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: Lawless film language English Language; PS film language English Language; PS film release date s film regional release date film release region South Korea;
0	train-neg-24-3	train-neg-24-3	Question: Oscar and Lucinda olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: Oscar and Lucinda film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region South Korea;
0	train-neg-24-5	train-neg-24-5	Question: Luge olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: Luge olympic sport athletes olympic athlete affiliation country Argentina; PS film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region South Korea;
0	train-neg-24-6	train-neg-24-6	Question: March of the Penguins olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: March of the Penguins film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region South Korea;
0	train-neg-24-7	train-neg-24-7	Question: The Transformers: The Movie olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: The Transformers: The Movie film runtime film cut film release region Argentina; PS film release date s film regional release date film release region Argentina; PS film release date s film regional release date film release region South Korea;
0	train-neg-24-7	train-neg-24-7	Question: The Transformers: The Movie olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: The Transformers: The Movie film language English Language; Lawless film language English Language; Lawless film release date s film regional release date film release region South Korea;
0	train-neg-24-7	train-neg-24-7	Question: The Transformers: The Movie olympic sport athletes olympic athlete affiliation country what ? Is the correct answer South Korea ?	Context: The Transformers: The Movie film language English Language; PS film language English Language; PS film release date s film regional release date film release region South Korea;
0	train-neg-24-8	train-neg-24-8	Question: Table tennis olympic sport athletes olympic athlete affiliation country what ? Is the correct answer Saw ?	Context: Table tennis olympic sport athletes olympic athlete affiliation country Argentina; Saw film release date s film regional release date film release region Argentina;
0	train-neg-24-9	train-neg-24-9	Question: Table tennis olympic sport athletes olympic athlete affiliation country what ? Is the correct answer The Tree of Life ?	Context: Table tennis olympic sport athletes olympic athlete affiliation country Argentina; The Tree of Life film release date s film regional release date film release region Argentina;
1	train-pos-25	train-pos-25	Question: The Little Mermaid award winning work awards won award honor award what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid;
0	train-neg-25-0	train-neg-25-0	Question: Trent Reznor award winning work awards won award honor award what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-25-1	train-neg-25-1	Question: Tony Award for Best Actor in a Musical award winning work awards won award honor award what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: Tim Curry award nominee award nominations award nomination award Tony Award for Best Actor in a Musical; Tim Curry actor film performance film The Little Mermaid; Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid;
0	train-neg-25-2	train-neg-25-2	Question: BFCA Critics' Choice Award for Best Composer award winning work awards won award honor award what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: BFCA Critics' Choice Award for Best Composer award category winners award honor award winner Trent Reznor; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-25-2	train-neg-25-2	Question: BFCA Critics' Choice Award for Best Composer award winning work awards won award honor award what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: Trent Reznor award nominee award nominations award nomination award BFCA Critics' Choice Award for Best Composer; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-25-3	train-neg-25-3	Question: Tori Amos award winning work awards won award honor award what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: Trent Reznor celebrity dated dated participant Tori Amos; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-25-4	train-neg-25-4	Question: The Little Mermaid award winning work awards won award honor award what ? Is the correct answer Michel Colombier ?	Context: Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid; Michel Colombier award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-25-5	train-neg-25-5	Question: The Little Mermaid award winning work awards won award honor award what ? Is the correct answer BFCA Critics' Choice Award for Best Composer ?	Context: Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score; BFCA Critics' Choice Award for Best Composer award category winners award honor award winner Trent Reznor;
0	train-neg-25-5	train-neg-25-5	Question: The Little Mermaid award winning work awards won award honor award what ? Is the correct answer BFCA Critics' Choice Award for Best Composer ?	Context: Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score; Trent Reznor award nominee award nominations award nomination award BFCA Critics' Choice Award for Best Composer;
0	train-neg-25-6	train-neg-25-6	Question: Howard Ashman award winning work awards won award honor award what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: The Little Mermaid film written by Howard Ashman; Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid;
0	train-neg-25-6	train-neg-25-6	Question: Howard Ashman award winning work awards won award honor award what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: The Little Mermaid film produced by Howard Ashman; Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid;
0	train-neg-25-7	train-neg-25-7	Question: The Little Mermaid award winning work awards won award honor award what ? Is the correct answer Tim Curry ?	Context: Tim Curry actor film performance film The Little Mermaid;
0	train-neg-25-8	train-neg-25-8	Question: The Little Mermaid award winning work awards won award honor award what ? Is the correct answer Howard Ashman ?	Context: The Little Mermaid film written by Howard Ashman;
0	train-neg-25-8	train-neg-25-8	Question: The Little Mermaid award winning work awards won award honor award what ? Is the correct answer Howard Ashman ?	Context: The Little Mermaid film produced by Howard Ashman;
0	train-neg-25-9	train-neg-25-9	Question: English Language award winning work awards won award honor award what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: Tim Curry person language English Language; Tim Curry actor film performance film The Little Mermaid; Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid;
1	train-pos-26	train-pos-26	Question: BFCA Critics' Choice Award for Best Composer award category winners award honor award winner what ? Is the correct answer Trent Reznor ?	Context: Trent Reznor award nominee award nominations award nomination award BFCA Critics' Choice Award for Best Composer;
0	train-neg-26-0	train-neg-26-0	Question: Tori Amos award category winners award honor award winner what ? Is the correct answer Trent Reznor ?	Context: Trent Reznor celebrity dated dated participant Tori Amos;
0	train-neg-26-1	train-neg-26-1	Question: Golden Globe Award for Best Original Score award category winners award honor award winner what ? Is the correct answer Trent Reznor ?	Context: Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-26-2	train-neg-26-2	Question: BFCA Critics' Choice Award for Best Composer award category winners award honor award winner what ? Is the correct answer Michel Colombier ?	Context: Trent Reznor award nominee award nominations award nomination award BFCA Critics' Choice Award for Best Composer; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score; Michel Colombier award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-26-3	train-neg-26-3	Question: BFCA Critics' Choice Award for Best Composer award category winners award honor award winner what ? Is the correct answer Tori Amos ?	Context: Trent Reznor award nominee award nominations award nomination award BFCA Critics' Choice Award for Best Composer; Trent Reznor celebrity dated dated participant Tori Amos;
0	train-neg-26-4	train-neg-26-4	Question: BFCA Critics' Choice Award for Best Composer award category winners award honor award winner what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: Trent Reznor award nominee award nominations award nomination award BFCA Critics' Choice Award for Best Composer; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-26-5	train-neg-26-5	Question: The Little Mermaid award category winners award honor award winner what ? Is the correct answer Trent Reznor ?	Context: The Little Mermaid award winning work awards won award honor award Golden Globe Award for Best Original Score; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-26-5	train-neg-26-5	Question: The Little Mermaid award category winners award honor award winner what ? Is the correct answer Trent Reznor ?	Context: Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-26-6	train-neg-26-6	Question: Michel Colombier award category winners award honor award winner what ? Is the correct answer Trent Reznor ?	Context: Michel Colombier award nominee award nominations award nomination award Golden Globe Award for Best Original Score; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score;
0	train-neg-26-7	train-neg-26-7	Question: BFCA Critics' Choice Award for Best Composer award category winners award honor award winner what ? Is the correct answer The Little Mermaid ?	Context: Trent Reznor award nominee award nominations award nomination award BFCA Critics' Choice Award for Best Composer; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score; The Little Mermaid award winning work awards won award honor award Golden Globe Award for Best Original Score;
0	train-neg-26-7	train-neg-26-7	Question: BFCA Critics' Choice Award for Best Composer award category winners award honor award winner what ? Is the correct answer The Little Mermaid ?	Context: Trent Reznor award nominee award nominations award nomination award BFCA Critics' Choice Award for Best Composer; Trent Reznor award nominee award nominations award nomination award Golden Globe Award for Best Original Score; Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid;
1	train-pos-27	train-pos-27	Question: Pinto Colvig person gender what ? Is the correct answer Male ?	Context: Pinto Colvig person spouse s marriage type of union Marriage; Kurt Russell person spouse s marriage type of union Marriage; Kurt Russell person gender Male;
1	train-pos-27	train-pos-27	Question: Pinto Colvig person gender what ? Is the correct answer Male ?	Context: Pinto Colvig person spouse s marriage type of union Marriage; Jason Robards Jr. person spouse s marriage type of union Marriage; Jason Robards Jr. person gender Male;
1	train-pos-27	train-pos-27	Question: Pinto Colvig person gender what ? Is the correct answer Male ?	Context: Pinto Colvig person spouse s marriage type of union Marriage; Edgar Allan Poe person spouse s marriage type of union Marriage; Edgar Allan Poe person gender Male;
0	train-neg-27-0	train-neg-27-0	Question: Pinto Colvig person gender what ? Is the correct answer William Powell ?	Context: Pinto Colvig person spouse s marriage type of union Marriage; William Powell person spouse s marriage type of union Marriage;
0	train-neg-27-2	train-neg-27-2	Question: Pinto Colvig person gender what ? Is the correct answer Gerry Anderson ?	Context: Pinto Colvig person spouse s marriage type of union Marriage; Gerry Anderson person spouse s marriage type of union Marriage;
0	train-neg-27-3	train-neg-27-3	Question: Pinto Colvig person gender what ? Is the correct answer Paddington ?	Context: Pinto Colvig person spouse s marriage type of union Marriage; Marriage marriage union type unions of this type marriage location of ceremony Paddington;
0	train-neg-27-8	train-neg-27-8	Question: Pinto Colvig person gender what ? Is the correct answer Edgar Allan Poe ?	Context: Pinto Colvig person spouse s marriage type of union Marriage; Edgar Allan Poe person spouse s marriage type of union Marriage;
0	train-neg-29-0	train-neg-29-0	Question: The Mummy Returns film prequel what ? Is the correct answer Brendan Fraser ?	Context: Brendan Fraser actor film performance film The Mummy Returns;
0	train-neg-32-0	train-neg-32-0	Question: Creighton University location contain what ? Is the correct answer Brunel University ?	Context: Bachelor of Arts educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution Brunel University;
